id=ngtos version=1.0 time="2014-08-24 06:48:30" hw=TopsecOS pri=3 type=ids recorder=topwaf vsid=0 client_ip=172.17.1.2 sport=28047 server_ip=172.16.1.3 dport=80 dstname="http" protocol="http" url="/inetpub.html" args="-" http_method="GET" http_user="-" http_status=403 match_type="MATCH_RULE" attack_type="ATTACK_LEAKAGE" rule_id="1060207" action=DENY action_data="-" msg="Access denied with code 403 (phase 4)." http_detail="Operator EQ matched 0 at GLOBAL." http_referer=" -" http_useragent="WAF_Agent" http_cookie="-" sessionid="-"
id=ngtos version=1.0 time="2014-09-14 06:48:30" hw=TopsecOS pri=3 type=ids recorder=topwaf vsid=0 client_ip=172.16.2.8 sport=28047 server_ip=172.16.1.3 dport=80 dstname="http" protocol="http" url="/inetpub.html" args="-" http_method="GET" http_user="-" http_status=403 match_type="MATCH_RULE" attack_type="ATTACK_LEAKAGE" rule_id="1060207" action=DENY action_data="-" msg="Access denied with code 403 (phase 4)." http_detail="Operator EQ matched 0 at GLOBAL." http_referer=" -" http_useragent="WAF_Agent" http_cookie="-" sessionid="-"
id=ngtos version=1.0 time="2014-09-15 06:48:30" hw=TopsecOS pri=3 type=ids recorder=topwaf vsid=0 client_ip=172.16.5.7 sport=28047 server_ip=172.16.1.3 dport=80 dstname="http" protocol="http" url="/inetpub.html" args="-" http_method="GET" http_user="-" http_status=403 match_type="MATCH_RULE" attack_type="ATTACK_LEAKAGE" rule_id="1060207" action=DENY action_data="-" msg="Access denied with code 403 (phase 4)." http_detail="Operator EQ matched 0 at GLOBAL." http_referer=" -" http_useragent="WAF_Agent" http_cookie="-" sessionid="-"
id=ngtos version=1.0 time="2014-09-18 06:48:30" hw=TopsecOS pri=3 type=ids recorder=topwaf vsid=0 client_ip=172.16.3.6 sport=28047 server_ip=172.16.1.3 dport=80 dstname="http" protocol="http" url="/inetpub.html" args="-" http_method="GET" http_user="-" http_status=403 match_type="MATCH_RULE" attack_type="ATTACK_LEAKAGE" rule_id="1060207" action=DENY action_data="-" msg="Access denied with code 403 (phase 4)." http_detail="Operator EQ matched 0 at GLOBAL." http_referer=" -" http_useragent="WAF_Agent" http_cookie="-" sessionid="-"
id=ngtos version=1.0 time="2014-09-19 06:48:30" hw=TopsecOS pri=3 type=ids recorder=topwaf vsid=0 client_ip=172.17.4.2 sport=28047 server_ip=172.16.1.3 dport=80 dstname="http" protocol="http" url="/inetpub.html" args="-" http_method="GET" http_user="-" http_status=403 match_type="MATCH_RULE" attack_type="ATTACK_LEAKAGE" rule_id="1060207" action=DENY action_data="-" msg="Access denied with code 403 (phase 4)." http_detail="Operator EQ matched 0 at GLOBAL." http_referer=" -" http_useragent="WAF_Agent" http_cookie="-" sessionid="-"
id=ngtos version=1.0 time="2014-09-19 06:48:30" hw=TopsecOS pri=3 type=ids recorder=topwaf vsid=0 client_ip=172.26.4.2 sport=28047 server_ip=172.16.1.3 dport=80 dstname="http" protocol="http" url="/inetpub.html" args="-" http_method="GET" http_user="-" http_status=403 match_type="MATCH_RULE" attack_type="ATTACK_LEAKAGE" rule_id="1060207" action=DENY action_data="-" msg="Access denied with code 403 (phase 4)." http_detail="Operator EQ matched 0 at GLOBAL." http_referer=" -" http_useragent="WAF_Agent" http_cookie="-" sessionid="-"
id=ngtos version=1.0 time="2014-09-20 06:48:30" hw=TopsecOS pri=3 type=ids recorder=topwaf vsid=0 client_ip=172.56.4.2 sport=28047 server_ip=172.16.1.3 dport=80 dstname="http" protocol="http" url="/inetpub.html" args="-" http_method="GET" http_user="-" http_status=403 match_type="MATCH_RULE" attack_type="ATTACK_LEAKAGE" rule_id="1060207" action=DENY action_data="-" msg="Access denied with code 403 (phase 4)." http_detail="Operator EQ matched 0 at GLOBAL." http_referer=" -" http_useragent="WAF_Agent" http_cookie="-" sessionid="-"
id=ngtos version=1.0 time="2014-09-22 06:48:30" hw=TopsecOS pri=3 type=ids recorder=topwaf vsid=0 client_ip=172.86.4.2 sport=28047 server_ip=172.16.1.3 dport=80 dstname="http" protocol="http" url="/inetpub.html" args="-" http_method="GET" http_user="-" http_status=403 match_type="MATCH_RULE" attack_type="ATTACK_LEAKAGE" rule_id="1060207" action=DENY action_data="-" msg="Access denied with code 403 (phase 4)." http_detail="Operator EQ matched 0 at GLOBAL." http_referer=" -" http_useragent="WAF_Agent" http_cookie="-" sessionid="-"
id=ngtos version=1.0 time="2014-09-23 06:48:30" hw=TopsecOS pri=3 type=ids recorder=topwaf vsid=0 client_ip=172.76.4.2 sport=28047 server_ip=172.16.1.3 dport=80 dstname="http" protocol="http" url="/inetpub.html" args="-" http_method="GET" http_user="-" http_status=403 match_type="MATCH_RULE" attack_type="ATTACK_LEAKAGE" rule_id="1060207" action=DENY action_data="-" msg="Access denied with code 403 (phase 4)." http_detail="Operator EQ matched 0 at GLOBAL." http_referer=" -" http_useragent="WAF_Agent" http_cookie="-" sessionid="-"
id=ngtos version=1.0 time="2014-09-24 06:48:30" hw=TopsecOS pri=3 type=ids recorder=topwaf vsid=0 client_ip=172.96.8.2 sport=28047 server_ip=172.16.1.3 dport=80 dstname="http" protocol="http" url="/inetpub.html" args="-" http_method="GET" http_user="-" http_status=403 match_type="MATCH_RULE" attack_type="ATTACK_LEAKAGE" rule_id="1060207" action=DENY action_data="-" msg="Access denied with code 403 (phase 4)." http_detail="Operator EQ matched 0 at GLOBAL." http_referer=" -" http_useragent="WAF_Agent" http_cookie="-" sessionid="-"
